Probability_of_Default,Internal_Score,Prediction,Actual_Status,Rating
0.40974667180091656,524.0934789078301,Not Default,Not Default,Fair
0.27808139587364405,541.0880171861256,Not Default,Not Default,Fair
0.0814404358132104,583.4725598897027,Not Default,Not Default,Good
0.43146075824255026,521.5220496911166,Not Default,Not Default,Fair
0.18000057421119128,557.3138659150085,Not Default,Not Default,Good
0.6967934599307714,489.5528338899562,Default,Not Default,Fair
0.18450923648680212,556.4409480541145,Not Default,Not Default,Good
0.8254072974935648,468.7391794255785,Default,Default,Fair
0.3936625809643999,526.024663559296,Not Default,Not Default,Fair
0.4404723996284975,520.4645916364707,Not Default,Not Default,Fair
0.34376744358064454,532.2169230652232,Not Default,Not Default,Fair
0.7002902039425383,489.07370476095167,Default,Not Default,Fair
0.29797846910095804,538.287581865933,Not Default,Not Default,Fair
0.6682346609245453,493.3576051703236,Default,Not Default,Fair
0.09049014667233962,580.1465711930589,Not Default,Not Default,Good
0.4840436573251114,515.4036745778504,Not Default,Not Default,Fair
0.15095490109907295,563.3959098963476,Not Default,Not Default,Good
0.5965430957791505,502.27720235725377,Default,Not Default,Fair
0.7434844283309952,482.85631570518507,Default,Not Default,Fair
0.615105015355858,500.0340807636646,Default,Not Default,Fair
0.6742749958804001,492.56778555262764,Default,Not Default,Fair
0.631070938217453,498.0722631590912,Default,Not Default,Fair
0.3591819531080128,530.2654363697817,Not Default,Not Default,Fair
0.6870850269942649,490.8670790868771,Default,Not Default,Fair
0.8243479177334968,468.950784516973,Default,Not Default,Fair
0.4280389343622705,521.924936376356,Not Default,Not Default,Fair
0.18309289115511612,556.7133633060121,Not Default,Not Default,Good
0.41424740002068505,523.5574143069845,Not Default,Not Default,Fair
0.0852886375517498,582.019260373607,Not Default,Not Default,Good
0.21003520659318137,551.784581734767,Not Default,Not Default,Good
0.7870404133421286,475.84427726868967,Default,Default,Fair
0.26326883338234713,543.2534688021605,Not Default,Default,Fair
0.2695287975082883,542.3291975847096,Not Default,Not Default,Fair
0.24581374448854015,545.9085435723301,Not Default,Not Default,Fair
0.5946827797757109,502.500061512688,Default,Not Default,Fair
0.21976155764012392,550.1209589128661,Not Default,Not Default,Good
0.4288019042046316,521.8350352500948,Not Default,Not Default,Fair
0.23944895391647528,546.9079770629212,Not Default,Not Default,Fair
0.248676856339326,545.4646640490037,Not Default,Not Default,Fair
0.09270713734580995,579.3777579232412,Not Default,Not Default,Good
0.03971555358581624,605.4751539569583,Not Default,Not Default,Good
0.6865529535637512,490.93845282960916,Default,Not Default,Fair
0.43204600829128187,521.4532203773847,Not Default,Default,Fair
0.39044076790696924,526.4146924489069,Not Default,Default,Fair
0.17031094215405995,559.249430727104,Not Default,Not Default,Good
0.6560141008060262,494.93389012594486,Default,Not Default,Fair
0.39664424026925027,525.6647044441484,Not Default,Not Default,Fair
0.11319594602566092,572.9572995958888,Not Default,Not Default,Good
0.4917278707462448,514.5162580121493,Not Default,Not Default,Fair
0.2060544357250358,552.4817295758685,Not Default,Not Default,Good
0.773502574729487,478.12320923171984,Default,Not Default,Fair
0.5260482485749193,510.5523395294544,Default,Not Default,Fair
0.6680585091099766,493.3805282845952,Default,Not Default,Fair
0.16176619361252711,561.0302894372451,Not Default,Not Default,Good
0.3352811410472055,533.3088970861177,Not Default,Not Default,Fair
0.3988299663122842,525.4014238227616,Not Default,Not Default,Fair
0.35579662972296944,530.6907053765859,Not Default,Not Default,Fair
0.06303339716481991,591.4376241414951,Not Default,Not Default,Good
0.36777086224982053,529.1942449881963,Not Default,Not Default,Fair
0.6064158197545497,501.0887349825523,Default,Not Default,Fair
0.3990886692087071,525.3702942359556,Not Default,Not Default,Fair
0.6110804310370089,500.5236290224316,Default,Not Default,Fair
0.13805680665556824,566.408053539184,Not Default,Not Default,Good
0.2347375831868843,547.6595521463169,Not Default,Not Default,Fair
0.18563705855132162,556.2251814680324,Not Default,Not Default,Good
0.5771172150368218,504.58930740036783,Default,Not Default,Fair
0.40280752820386606,524.9235447498527,Not Default,Not Default,Fair
0.7396208092156069,483.4380048826286,Default,Not Default,Fair
0.4717986674114722,516.8197700531351,Not Default,Not Default,Fair
0.1541198594434738,562.689447613909,Not Default,Not Default,Good
0.5477745757869847,508.0306340249827,Default,Not Default,Fair
0.0977199122328701,577.6984555944061,Not Default,Not Default,Good
0.27115382126927756,542.0914954508462,Not Default,Not Default,Fair
0.24607847327713417,545.8673562651944,Not Default,Not Default,Fair
0.8134217657675189,471.07698008868545,Default,Not Default,Fair
0.27358744400430646,541.7371804802858,Not Default,Not Default,Fair
0.3812189003275141,527.5376277664024,Not Default,Not Default,Fair
0.39139891894049506,526.2985806088254,Not Default,Not Default,Fair
0.29516885060011594,538.6761821747775,Not Default,Not Default,Fair
0.5480455718926386,507.999067012617,Default,Not Default,Fair
0.11049001643162171,573.7433337081773,Not Default,Not Default,Good
0.15739357562220713,561.9710833119293,Not Default,Not Default,Good
0.662593806361724,494.0886728838585,Default,Not Default,Fair
0.28895399265207566,539.5435002225063,Not Default,Not Default,Fair
0.7126562241518868,487.3528679354335,Default,Default,Fair
0.09965641404411779,577.0702600109902,Not Default,Not Default,Good
0.1601734981316056,561.3705551417682,Not Default,Not Default,Good
0.24336920883215202,546.2902948812603,Not Default,Not Default,Fair
0.6858742124981309,491.02940547546865,Default,Not Default,Fair
0.6451377110301085,496.31448044526707,Default,Not Default,Fair
0.5245425064515903,510.7265717321846,Default,Not Default,Fair
0.7395642561127601,483.4464774498366,Default,Not Default,Fair
0.3299834048489016,533.9975052454239,Not Default,Not Default,Fair
0.3719281774218457,528.6795480102342,Not Default,Default,Fair
0.2742131709378981,541.6463982693411,Not Default,Not Default,Fair
0.09379346288173175,579.00705046566,Not Default,Not Default,Good
0.35602127256805494,530.6624298330588,Not Default,Not Default,Fair
0.15775823754424903,561.8918195789253,Not Default,Not Default,Good
0.6605924874553231,494.3465968123293,Default,Not Default,Fair
0.7115732106255114,487.50529755983854,Default,Not Default,Fair
0.19319633098399358,554.8044370768224,Not Default,Default,Good
0.26695218598594145,542.7079569083259,Not Default,Not Default,Fair
0.2228399281316199,549.6055186162929,Not Default,Not Default,Fair
0.2837814391242968,540.2738315918588,Not Default,Not Default,Fair
0.49607451616048104,514.0145094966334,Not Default,Not Default,Fair
0.39032573065687964,526.428639903695,Not Default,Not Default,Fair
0.3810412640721538,527.5593579576562,Not Default,Not Default,Fair
0.1067710858316237,574.8516169415028,Not Default,Not Default,Good
0.42630753932810106,522.1290978763786,Not Default,Not Default,Fair
0.4840272518855229,515.4055699538306,Not Default,Not Default,Fair
0.4838149609780609,515.430097001345,Not Default,Not Default,Fair
0.5858664363862801,503.55192468714654,Default,Not Default,Fair
0.1274730735465304,569.0615804785492,Not Default,Not Default,Good
0.2864618548044001,539.8943883881097,Not Default,Not Default,Fair
0.26071719682136413,543.6342502778735,Not Default,Not Default,Fair
0.10034577202623729,576.8492539601127,Not Default,Not Default,Good
0.4039197300849137,524.7901981597174,Not Default,Not Default,Fair
0.5256943995504104,510.5932888635315,Default,Not Default,Fair
0.12014899406979321,571.0101314728305,Not Default,Not Default,Good
0.6503338927668753,495.65738511721213,Default,Not Default,Fair
0.1775495924112949,557.7955709194588,Not Default,Not Default,Good
0.8607716304438817,460.9978916768836,Default,Not Default,Fair
0.21848013881205816,550.3370461391531,Not Default,Not Default,Good
0.6057743584889428,501.1662601807359,Default,Not Default,Fair
0.6090375418180507,500.77141650892975,Default,Not Default,Fair
0.44919975506545756,519.4448793010642,Not Default,Default,Fair
0.09012064281959165,580.276353276814,Not Default,Not Default,Good
0.6958605977272869,489.680126413847,Default,Not Default,Fair
0.33419386058039935,533.449776973123,Not Default,Not Default,Fair
0.9120820179931378,446.0627703900018,Default,Default,Poor
0.34571358200893737,531.9683388844843,Not Default,Not Default,Fair
0.1395673797571074,566.0434467407356,Not Default,Not Default,Good
0.45310724316263723,518.9895461338052,Not Default,Not Default,Fair
0.3611117730253117,530.0238000778166,Not Default,Not Default,Fair
0.48998488892888625,514.7174928117232,Not Default,Not Default,Fair
0.7302791521864521,484.8218179446542,Default,Default,Fair
0.5356352137688875,509.44159338581267,Default,Not Default,Fair
0.2542183932565109,544.6151341025852,Not Default,Not Default,Fair
0.15983364081908424,561.4435167132822,Not Default,Not Default,Good
0.8179550103905506,470.20690891932924,Default,Not Default,Fair
0.5697647251059915,505.4566283142873,Default,Not Default,Fair
0.3902027981575436,526.4435462365229,Not Default,Not Default,Fair
0.34421108966234676,532.1601966430014,Not Default,Not Default,Fair
0.5164181121506506,511.66585030242277,Default,Not Default,Fair
0.0766743284691476,585.3619194566381,Not Default,Not Default,Good
0.3550179728520802,530.7887760275707,Not Default,Not Default,Fair
0.226854072868903,548.9409616851349,Not Default,Not Default,Fair
0.9032450544467389,449.1072353025568,Default,Not Default,Poor
0.13817303914759202,566.379879952481,Not Default,Not Default,Good
0.17959471389220222,557.3932761115096,Not Default,Not Default,Good
0.6084314726059172,500.8448387025257,Default,Not Default,Fair
0.2318126739833851,548.1314124253756,Not Default,Not Default,Fair
0.3658738784648683,529.4299058761061,Not Default,Not Default,Fair
0.4959603619520177,514.0276855094544,Not Default,Not Default,Fair
0.08628262406076274,581.6535587586739,Not Default,Not Default,Good
0.5152030716946742,511.80622535992154,Default,Default,Fair
0.11119703149811473,573.5363453143112,Not Default,Not Default,Good
0.3944611640203285,525.9281625082522,Not Default,Not Default,Fair
0.4023952923811474,524.9729998183831,Not Default,Not Default,Fair
0.5135110391162462,512.0016736550026,Default,Not Default,Fair
0.6225583760142662,499.12232628231703,Default,Not Default,Fair
0.13937618181725564,566.0894127011957,Not Default,Not Default,Good
0.1921276744868798,555.0026774528479,Not Default,Not Default,Good
0.6475254623715964,496.01308046570654,Default,Not Default,Fair
0.42814554002841815,521.9123725628679,Not Default,Not Default,Fair
0.16076138191936434,561.2446417390888,Not Default,Not Default,Good
0.576134445960716,504.7054623506344,Default,Not Default,Fair
0.5260885950834271,510.5476702204812,Default,Not Default,Fair
0.6130913894204363,500.27925196690296,Default,Not Default,Fair
0.34399527653375256,532.1877870554418,Not Default,Not Default,Fair
0.23713304366227056,547.2761333475954,Not Default,Not Default,Fair
0.7399233839193248,483.392654037974,Default,Not Default,Fair
0.7580699888535837,480.60661197575604,Default,Not Default,Fair
0.3222063320756093,535.0186643511998,Not Default,Not Default,Fair
0.3656576215135046,529.4568039940328,Not Default,Not Default,Fair
0.2500197580293235,545.2576476836052,Not Default,Not Default,Fair
0.262532889282211,543.3630488961222,Not Default,Not Default,Fair
0.1734600875497041,558.6110529842754,Not Default,Not Default,Good
0.6235104239799547,499.00536293385363,Default,Not Default,Fair
0.6172980713914513,499.76651585078105,Default,Not Default,Fair
0.04345571820264832,602.7657145652615,Not Default,Not Default,Good
0.8550620985903966,462.34955233080495,Default,Default,Fair
0.43715748485922523,520.853002267275,Not Default,Not Default,Fair
0.13947958315769884,566.0645473946316,Not Default,Not Default,Good
0.3838459698501329,527.2167090911129,Not Default,Not Default,Fair
0.1901097721947545,555.379311828932,Not Default,Not Default,Good
0.5440668040687261,508.46221106250266,Default,Not Default,Fair
0.3024017796008155,537.6800327035202,Not Default,Not Default,Fair
0.7403824638203345,483.32378030734856,Default,Not Default,Fair
0.32897407895363195,534.1293297824781,Not Default,Not Default,Fair
0.18054828254732033,557.2069231147145,Not Default,Not Default,Good
0.4188932785289996,523.0058462366961,Not Default,Not Default,Fair
0.3216794649917202,535.0883046387318,Not Default,Not Default,Fair
0.3791255988970942,527.7939496660147,Not Default,Not Default,Fair
0.46326451454750406,517.8089399982064,Not Default,Not Default,Fair
0.35484965155450926,530.8099885326462,Not Default,Not Default,Fair
0.202532117328912,553.1069522934652,Not Default,Not Default,Good
0.5263463918502974,510.5178344190598,Default,Not Default,Fair
0.7433745288290078,482.8729404018376,Default,Not Default,Fair
0.07496264685483528,586.0667945810602,Not Default,Not Default,Good
0.35241504189651934,531.1173175503743,Not Default,Not Default,Fair
0.5657398271092342,505.9298562584667,Default,Not Default,Fair
0.2107890551468878,551.6536581848728,Not Default,Not Default,Good
0.5104693932465312,512.3529301276643,Default,Not Default,Fair
0.3686070410183398,529.0905289679963,Not Default,Not Default,Fair
0.19860395507135145,553.8138588273134,Not Default,Not Default,Good
0.3617189112947956,529.9478956422263,Not Default,Not Default,Fair
0.5694237342729548,505.4967614959447,Default,Not Default,Fair
0.44806147082797987,519.5776566213877,Not Default,Not Default,Fair
0.386304128074082,526.9171737964232,Not Default,Not Default,Fair
0.1330818283673776,567.633082737693,Not Default,Not Default,Good
0.10471552521795889,575.4788544059256,Not Default,Not Default,Good
0.21818190301881488,550.3874688314243,Not Default,Not Default,Good
0.1767345595475618,557.9569078188609,Not Default,Not Default,Good
0.19671215375483886,554.1580571458013,Not Default,Not Default,Good
0.15468276853272972,562.5650454560262,Not Default,Not Default,Good
0.3135527389439555,536.1702533460607,Not Default,Not Default,Fair
0.1328215910767476,567.6982211203724,Not Default,Not Default,Good
0.543779479744908,508.4956306717266,Default,Not Default,Fair
0.05925139068723456,593.3392047148088,Not Default,Not Default,Good
0.5306572067641421,510.01867400590027,Default,Not Default,Fair
0.5998633495867666,501.8786158923714,Default,Not Default,Fair
0.0521289305673548,597.252131444193,Not Default,Not Default,Good
0.5951753684306565,502.4410831494816,Default,Not Default,Fair
0.7192466886120666,486.4177654013366,Default,Not Default,Fair
0.912798789744981,445.8039017911607,Default,Not Default,Poor
0.42333648154575276,522.47993681856,Not Default,Not Default,Fair
0.3939620186213534,525.9884713937007,Not Default,Not Default,Fair
0.24537690314529068,545.9765741083178,Not Default,Not Default,Fair
0.603917933118042,501.3903754815484,Default,Not Default,Fair
0.6719545376180495,492.8720808520686,Default,Not Default,Fair
0.4276913964093984,521.9659002928388,Not Default,Not Default,Fair
0.28394746865091125,540.2502657135819,Not Default,Not Default,Fair
0.2628801479092749,543.3113184309336,Not Default,Not Default,Fair
0.4049089524887962,524.6716955627719,Not Default,Not Default,Fair
0.855401450070377,462.2704667381083,Default,Not Default,Fair
0.3364252907291764,533.1608928626546,Not Default,Not Default,Fair
0.5882659689349505,503.26632045522894,Default,Not Default,Fair
0.39909671575571976,525.369326107854,Not Default,Not Default,Fair
0.3229369073994132,534.9221970494613,Not Default,Not Default,Fair
0.5399089334410652,508.94550522745254,Default,Not Default,Fair
0.6106207002438008,500.57943192429894,Default,Not Default,Fair
0.4131200562397292,523.6915241749886,Not Default,Not Default,Fair
0.24073680934745068,546.7043044346332,Not Default,Not Default,Fair
0.5913482467841267,502.8987168195958,Default,Not Default,Fair
0.34656123760104796,531.8602728789004,Not Default,Not Default,Fair
0.2764984011069,541.31593944506,Not Default,Not Default,Fair
0.5254308920984508,510.62378143712897,Default,Not Default,Fair
0.13010487302027246,568.3847677844202,Not Default,Not Default,Good
0.2839786353220341,540.2458429096689,Not Default,Not Default,Fair
0.10655908208783414,574.9158134789852,Not Default,Not Default,Good
0.5606213791850179,506.53019631891794,Default,Not Default,Fair
0.12385840457747935,570.0108836682183,Not Default,Not Default,Good
0.24193603148913942,546.5153170694631,Not Default,Not Default,Fair
0.1662242950179725,560.0919996163785,Not Default,Not Default,Good
0.3232056359314086,534.8867420856573,Not Default,Not Default,Fair
0.694484036628557,489.86756271657646,Default,Default,Fair
0.11338691052370943,572.9024492585561,Not Default,Not Default,Good
0.19670059415396945,554.1601679824215,Not Default,Not Default,Good
0.14001996049496304,565.9348515012235,Not Default,Not Default,Good
0.15351306331835263,562.8239656209698,Not Default,Not Default,Good
0.4801233521074382,515.8567230180894,Not Default,Not Default,Fair
0.40390255845041156,524.7922560363334,Not Default,Not Default,Fair
0.3015384831791959,537.7982080009948,Not Default,Not Default,Fair
0.6698838901298084,493.1426878502862,Default,Not Default,Fair
0.058100437032400955,593.9404842865323,Not Default,Not Default,Good
0.7220819463242246,486.01137776850663,Default,Not Default,Fair
0.5681686184540915,505.64441688992923,Default,Default,Fair
0.43653527982569446,520.9259786770508,Not Default,Not Default,Fair
0.3235094047823745,534.8466825812775,Not Default,Not Default,Fair
0.10471684707957862,575.478447573108,Not Default,Not Default,Good
0.18114581322334317,557.0905403571288,Not Default,Not Default,Good
0.44774418532979743,519.6146782436758,Not Default,Default,Fair
0.44264799352207035,520.2100160133748,Not Default,Not Default,Fair
0.13910572725917594,566.1545231022909,Not Default,Not Default,Good
0.12398487539368985,569.9772708610598,Not Default,Not Default,Good
0.6391063816887255,497.07178888260734,Default,Not Default,Fair
0.695374343224762,489.746390473199,Default,Not Default,Fair
0.4982140741705475,513.7675626858471,Default,Not Default,Fair
0.4896968703984966,514.7507483740063,Not Default,Default,Fair
0.389812370412396,526.4908992636396,Not Default,Not Default,Fair
0.7275291361985056,485.22337689423307,Default,Not Default,Fair
0.21171461931799296,551.4933806063782,Not Default,Not Default,Good
0.7038787521062715,488.5786596456122,Default,Not Default,Fair
0.19608299228933446,554.2730814451214,Not Default,Not Default,Good
0.30936245843525917,536.7340505772553,Not Default,Not Default,Fair
0.2618929138497391,543.4585004253231,Not Default,Not Default,Fair
0.22713037320450938,548.8955266207095,Not Default,Not Default,Fair
0.0504965218177775,598.2197853246716,Not Default,Not Default,Good
0.8233782793122718,469.1435857734108,Default,Default,Fair
0.14839031811193543,563.9773458414298,Not Default,Not Default,Good
0.8815324894269416,455.6509924184797,Default,Not Default,Fair
0.44449029693254344,519.9946418115313,Not Default,Default,Fair
0.7562419724662278,480.89347426098425,Default,Not Default,Fair
0.1754374267207149,558.2148865614051,Not Default,Not Default,Good
0.4042006148047557,524.7565404774226,Not Default,Default,Fair
0.3139436919006042,536.117861424443,Not Default,Not Default,Fair
0.49789570174937237,513.8043083882473,Not Default,Not Default,Fair
0.170252266565659,559.2614136713694,Not Default,Not Default,Good
0.08480462244368014,582.1987372306368,Not Default,Not Default,Good
0.10964870855762644,573.991155084107,Not Default,Not Default,Good
0.16887592793868642,559.5434414008472,Not Default,Not Default,Good
0.08613096460220875,581.7091088423922,Not Default,Not Default,Good
0.44388953770655115,520.0648535816418,Not Default,Not Default,Fair
0.212777636059358,551.3099317343369,Not Default,Not Default,Good
0.20374236331134124,552.8912244780414,Not Default,Not Default,Good
0.23211227292341297,548.0828897561413,Not Default,Not Default,Fair
0.07493475341269445,586.0784030976756,Not Default,Not Default,Good
0.1201877647367156,570.9995506841891,Not Default,Not Default,Good
0.5744940881427456,504.89918069450397,Default,Not Default,Fair
0.20012696304561836,553.5385474307707,Not Default,Not Default,Good
0.14564617649029343,564.6087550109553,Not Default,Not Default,Good
0.13752716562073178,566.5366860087964,Not Default,Not Default,Good
0.5921318616808817,502.80512463551173,Default,Not Default,Fair
0.14014792121187378,565.9042010540622,Not Default,Not Default,Good
0.6563661741076565,494.888861403358,Default,Not Default,Fair
0.29804615748139424,538.278245992487,Not Default,Not Default,Fair
0.1572847600118952,561.9947646422053,Not Default,Not Default,Good
0.695534925285981,489.72451382566607,Default,Not Default,Fair
0.5399476279101215,508.9410106195297,Default,Not Default,Fair
0.15672804291290096,562.1161308674277,Not Default,Not Default,Good
0.42182728636950867,522.6584001655473,Not Default,Not Default,Fair
0.29149196703541963,539.1879997876415,Not Default,Not Default,Fair
0.374748648882143,528.3316979675357,Not Default,Not Default,Fair
0.2602964130525895,543.6972749118726,Not Default,Not Default,Fair
0.4107974136063459,523.9681713999455,Not Default,Not Default,Fair
0.6783813022811286,492.02653560979513,Default,Not Default,Fair
0.5679083858338605,505.6750184429884,Default,Not Default,Fair
0.44113050860456104,520.3875557003856,Not Default,Not Default,Fair
0.2871824755134578,539.7927399055326,Not Default,Not Default,Fair
0.7959628566444362,474.2840520612071,Default,Not Default,Fair
0.5934858119140652,502.6432814057248,Default,Not Default,Fair
0.220839216186389,549.9399317171284,Not Default,Not Default,Fair
0.7135815924314373,487.2223544006234,Default,Not Default,Fair
0.15333093298828013,562.8644262135246,Not Default,Not Default,Good
0.38295211780520055,527.325806667756,Not Default,Default,Fair
0.1795913279133744,557.3939391976812,Not Default,Not Default,Good
0.14041577764661667,565.8401171216243,Not Default,Not Default,Good
0.7420708415099077,483.06979724273424,Default,Not Default,Fair
0.4906458528196141,514.6411786237506,Not Default,Not Default,Fair
0.16630766722717744,560.0746458027079,Not Default,Not Default,Good
0.38164233814161286,527.485844405253,Not Default,Not Default,Fair
0.3120574001191166,536.3709735252944,Not Default,Not Default,Fair
0.3060286804672066,537.1856215864161,Not Default,Not Default,Fair
0.3741119797006788,528.4101260766544,Not Default,Not Default,Fair
0.9192206368778687,443.3943878885095,Default,Not Default,Poor
0.7320949578746405,484.55525701062703,Default,Not Default,Fair
0.5736660101440909,504.9968988933234,Default,Not Default,Fair
0.30487272754852474,537.3428390788829,Not Default,Not Default,Fair
0.5837426856403071,503.8042992070616,Default,Default,Fair
0.1487235014784692,563.9013413039859,Not Default,Not Default,Good
0.5981379426938414,502.08588072564504,Default,Not Default,Fair
0.3537515241157284,530.9484902873592,Not Default,Not Default,Fair
0.5691555775896678,505.5283169603936,Default,Not Default,Fair
0.09574196128281846,578.3516631635744,Not Default,Not Default,Good
0.3920989046991359,526.2138182303726,Not Default,Not Default,Fair
0.0982014574460566,577.5412148412245,Not Default,Not Default,Good
0.3021782966823372,537.7106065530955,Not Default,Not Default,Fair
0.09544633822564948,578.4503248362737,Not Default,Not Default,Good
0.05727507864175629,594.3785866491305,Not Default,Not Default,Good
0.46492302457143553,517.6165296171683,Not Default,Not Default,Fair
0.2046994380684865,552.7212990690125,Not Default,Not Default,Good
0.6922067078811224,490.17661547374746,Default,Default,Fair
0.12282623556239469,570.2863163212562,Not Default,Not Default,Good
0.6754121546924919,492.418254796055,Default,Default,Fair
0.7849872995154101,476.1964894562863,Default,Not Default,Fair
0.4236607531682909,522.441613673211,Not Default,Default,Fair
0.45957230458816345,518.2376331388314,Not Default,Not Default,Fair
0.6381219564230446,497.19486614217425,Default,Not Default,Fair
0.2687848492439208,542.4383209852136,Not Default,Not Default,Fair
0.1862466838189076,556.1089736892949,Not Default,Not Default,Good
0.14884227415705484,563.874281305027,Not Default,Not Default,Good
0.06940495668638705,588.4622960703686,Not Default,Not Default,Good
0.6582978527750922,494.64141453331735,Default,Not Default,Fair
0.491169068479844,514.5807713906688,Not Default,Not Default,Fair
0.17624605579021094,558.0538880240122,Not Default,Not Default,Good
0.16540693102875534,560.2625031154437,Not Default,Not Default,Good
0.24656901661584235,545.7911148555108,Not Default,Not Default,Fair
0.16458094643663615,560.4354925685774,Not Default,Not Default,Good
0.5623116748723194,506.33211612826926,Default,Not Default,Fair
0.12966572602562684,568.4968865492032,Not Default,Not Default,Good
0.6855948448467861,491.0668103315052,Default,Not Default,Fair
0.06861397628484955,588.8175351621409,Not Default,Not Default,Good
0.3139973684974319,536.1106709449825,Not Default,Default,Fair
0.5199030162108842,511.26310504760806,Default,Not Default,Fair
0.5926060586924963,502.74846107695043,Default,Not Default,Fair
0.3808177001023264,527.5867120084256,Not Default,Not Default,Fair
0.6075911446847475,500.94657320410016,Default,Not Default,Fair
0.4659729191411926,517.4947739278955,Not Default,Not Default,Fair
0.4038297525989583,524.8009815214415,Not Default,Not Default,Fair
0.25578372729244164,544.377387139032,Not Default,Not Default,Fair
0.25494319117530867,544.504930577469,Not Default,Not Default,Fair
0.15872763042471086,561.6818316094934,Not Default,Not Default,Good
0.07511417245419985,586.0038028763096,Not Default,Not Default,Good
0.6627510809611172,494.06837211920254,Default,Not Default,Fair
0.12240073687380654,570.4004395233318,Not Default,Not Default,Good
0.2805908139235764,540.7283341612343,Not Default,Not Default,Fair
0.11651828473122085,572.0143162614141,Not Default,Not Default,Good
0.5670793328804473,505.77248002796074,Default,Not Default,Fair
0.7269160847375168,485.31254835151276,Default,Not Default,Fair
0.6386397103528538,497.13015237022074,Default,Not Default,Fair
0.5315468706707697,509.9155940295668,Default,Default,Fair
0.7812122500840395,476.837785917182,Default,Not Default,Fair
0.7458538034212412,482.49675346649747,Default,Not Default,Fair
0.5437858849699536,508.494885696573,Default,Not Default,Fair
0.42174883477784697,522.6676818106292,Not Default,Not Default,Fair
0.2191011687566628,550.2322075634213,Not Default,Not Default,Good
0.10612549204905032,575.047459326611,Not Default,Not Default,Good
0.31127202257869063,536.476605529167,Not Default,Not Default,Fair
0.5204489215885723,511.1999962841363,Default,Not Default,Fair
0.41451507603444065,523.5255870700653,Not Default,Not Default,Fair
0.1999551197470132,553.5695323482427,Not Default,Not Default,Good
0.6037062498603152,501.41590766937236,Default,Not Default,Fair
0.6659435145524975,493.65528320401404,Default,Not Default,Fair
0.6392057201942688,497.0593610376392,Default,Not Default,Fair
0.2586812915086775,543.9398021503689,Not Default,Not Default,Fair
0.10670337861533542,574.8721070537133,Not Default,Not Default,Good
0.531513231228863,509.9194920468133,Default,Not Default,Fair
0.5529820664806792,507.42343844176804,Default,Not Default,Fair
0.6937588642787893,489.9661138076066,Default,Not Default,Fair
0.7201520216131727,486.2882748847523,Default,Not Default,Fair
0.2912536391157295,539.2213050337101,Not Default,Not Default,Fair
0.2598788108762475,543.7598883272996,Not Default,Not Default,Fair
0.40049184556004486,525.2015682825538,Not Default,Not Default,Fair
0.14999754253349767,563.6120010538017,Not Default,Not Default,Good
0.33597783701321565,533.218744645539,Not Default,Not Default,Fair
0.082043198772145,583.2408504093374,Not Default,Not Default,Good
0.13296728370053104,567.6617404036737,Not Default,Not Default,Good
0.4134508193227369,523.6521651244218,Not Default,Not Default,Fair
0.39870641455920863,525.4162931387883,Not Default,Not Default,Fair
0.4139538095788042,523.5923297492197,Not Default,Not Default,Fair
0.042723552804226746,603.2780798025882,Not Default,Not Default,Good
0.1830266118172008,556.72615121505,Not Default,Not Default,Good
0.5122829854937332,512.1435046408351,Default,Not Default,Fair
0.22329324564858624,549.530046099413,Not Default,Not Default,Fair
0.5197750862034709,511.27789344881757,Default,Not Default,Fair
0.5101297734192661,512.3921441959568,Default,Not Default,Fair
0.5373250523200735,509.2455156985357,Default,Not Default,Fair
0.8321002328875062,467.3782962341483,Default,Default,Fair
0.3743598657187461,528.3795838654052,Not Default,Not Default,Fair
0.24867946653350742,545.4642609481746,Not Default,Not Default,Fair
0.39561979988023854,525.7882734247767,Not Default,Not Default,Fair
0.626329343449652,498.65835422670744,Default,Not Default,Fair
0.2508849708477186,545.1246624437713,Not Default,Not Default,Fair
0.16503832327326418,560.339616357503,Not Default,Default,Good
0.6008712058132744,501.757409579012,Default,Not Default,Fair
0.8364146872946648,466.4779346617398,Default,Not Default,Fair
0.11335813047645789,572.9107105330011,Not Default,Not Default,Good
0.6456670911857235,496.2477374204276,Default,Not Default,Fair
0.4349063936378681,521.1171370606268,Not Default,Not Default,Fair
0.11451445293102303,572.5802194284045,Not Default,Not Default,Good
0.852278765769843,462.9924747654979,Default,Not Default,Fair
0.06367695157912168,591.1247020111467,Not Default,Not Default,Good
0.3520913857215027,531.1582462761326,Not Default,Not Default,Fair
0.6027821219498745,501.52731668301186,Default,Not Default,Fair
0.7044757031580765,488.4959740634116,Default,Not Default,Fair
0.8877235812539611,453.900326727633,Default,Not Default,Fair
0.6232234279767713,499.0406339675774,Default,Not Default,Fair
0.6320942507596712,497.945368673282,Default,Not Default,Fair
0.24197405890837498,546.5093347204834,Not Default,Not Default,Fair
0.1929527727529522,554.8495445962926,Not Default,Not Default,Good
0.36894747327186256,529.0483312962219,Not Default,Not Default,Fair
0.22482933245089629,549.2751123138847,Not Default,Not Default,Fair
0.559241984383199,506.6917207688021,Default,Not Default,Fair
0.2237052118632683,549.4615527643701,Not Default,Not Default,Fair
0.6590172176897263,494.54909280571974,Default,Default,Fair
0.2905129530069854,539.3249152102856,Not Default,Not Default,Fair
0.6726981658318893,492.77468535394826,Default,Not Default,Fair
0.5059708572671727,512.8722752482184,Default,Not Default,Fair
